-- Insert DoctorSchedules Data
INSERT INTO DoctorSchedules (ScheduleID, Date, DoctorID, IsAvailable) VALUES ('415a74d5-c5da-4a1e-bf53-1504977541bd', '2025-09-13', 'b1f5a110-0001-4e23-bc11-aaa111111111', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('a1b59b7b-e1ad-4592-a31f-9989cb3889e2', '13:30:00', '14:00:00', '88766d42-cbe6-44a5-9cc6-94110dfc056c', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('8b32d17e-c27c-4ccb-b011-d3b12685f3ae', '14:00:00', '14:30:00', '88766d42-cbe6-44a5-9cc6-94110dfc056c', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('c50b20ad-6af4-4124-a26a-e9da1ce5cb8d', '14:30:00', '15:00:00', '88766d42-cbe6-44a5-9cc6-94110dfc056c', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('57b285cc-846d-44ad-a0a1-624e5bf1ce56', '15:00:00', '15:30:00', '88766d42-cbe6-44a5-9cc6-94110dfc056c', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('d8130d15-1fe9-4741-8897-0d254b4dfa17', '15:30:00', '16:00:00', '88766d42-cbe6-44a5-9cc6-94110dfc056c', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('6a5424c1-5fb8-455c-888e-68b6300a1376', '16:00:00', '16:30:00', '88766d42-cbe6-44a5-9cc6-94110dfc056c', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('d410d9e4-45bb-47af-9358-e2e18750d377', '16:30:00', '17:00:00', '88766d42-cbe6-44a5-9cc6-94110dfc056c', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('a5527890-3408-4470-be33-0c68b03c6789', '09:00:00', '09:30:00', 'ac254163-642f-475f-98eb-d7b09f214213', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('97b43587-89be-40c2-a641-ea3fcae0fbe8', '09:30:00', '10:00:00', 'ac254163-642f-475f-98eb-d7b09f214213', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('ffb155bf-3559-4156-bd3c-ad0f4223ceb1', '10:00:00', '10:30:00', 'ac254163-642f-475f-98eb-d7b09f214213', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('aa828b9b-7853-4bca-9ce9-9ceea190ace4', '10:30:00', '11:00:00', 'ac254163-642f-475f-98eb-d7b09f214213', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('c8a165e1-a735-4a3f-9f5a-6c19efa1164b', '11:00:00', '11:30:00', 'ac254163-642f-475f-98eb-d7b09f214213', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('89c4fe0b-0bf9-4803-b0bb-0e921ac7b47a', '11:30:00', '12:00:00', 'ac254163-642f-475f-98eb-d7b09f214213', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('3cc17e42-4cf3-4f85-9156-0c8861ab3c85', '12:00:00', '12:30:00', 'ac254163-642f-475f-98eb-d7b09f214213', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('152151c0-57c7-49dd-aec3-103a3860104c', '12:30:00', '13:00:00', 'ac254163-642f-475f-98eb-d7b09f214213', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('07cc87dc-2502-43ff-91ff-bb968c34567e', '13:00:00', '13:30:00', 'ac254163-642f-475f-98eb-d7b09f214213', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('2bf9ea64-4281-4f85-b9df-627e7371853e', '13:30:00', '14:00:00', 'ac254163-642f-475f-98eb-d7b09f214213', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('6019c7af-b60f-45e7-9cae-17596c3bc213', '14:00:00', '14:30:00', 'ac254163-642f-475f-98eb-d7b09f214213', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('63f7effc-633d-43aa-b96e-9a09c9d29218', '14:30:00', '15:00:00', 'ac254163-642f-475f-98eb-d7b09f214213', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('987da77b-f860-45f1-9169-5e2f69c78fa1', '15:00:00', '15:30:00', 'ac254163-642f-475f-98eb-d7b09f214213', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('97dc543a-6d3d-4341-a796-83e31c23cefd', '15:30:00', '16:00:00', 'ac254163-642f-475f-98eb-d7b09f214213', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('8bfbdb6d-c03b-4ac0-b79c-cd1fdb3ca5b1', '16:00:00', '16:30:00', 'ac254163-642f-475f-98eb-d7b09f214213', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('8398d568-3aab-4fb3-816a-79f766bb2f66', '16:30:00', '17:00:00', 'ac254163-642f-475f-98eb-d7b09f214213', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('28e52889-2b48-4efc-a9e1-b0259d68daf0', '09:00:00', '09:30:00', '38cf6fad-c528-4edf-b220-b65cb99733af', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('05e16bce-7728-4522-9307-e95d709f4205', '09:30:00', '10:00:00', '38cf6fad-c528-4edf-b220-b65cb99733af', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('24f20f59-4dcc-4512-824d-c502a60e4a1a', '10:00:00', '10:30:00', '38cf6fad-c528-4edf-b220-b65cb99733af', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('72310f16-9a05-4416-a3ef-f9b35fac98d1', '10:30:00', '11:00:00', '38cf6fad-c528-4edf-b220-b65cb99733af', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('1bb76e72-8c1b-41d2-99dc-1e118e80dfcd', '11:00:00', '11:30:00', '38cf6fad-c528-4edf-b220-b65cb99733af', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('66494c08-79aa-4632-884f-21c5c35b317d', '11:30:00', '12:00:00', '38cf6fad-c528-4edf-b220-b65cb99733af', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('c757c9a7-7838-4cb1-a6b7-2c6619dfa6aa', '12:00:00', '12:30:00', '38cf6fad-c528-4edf-b220-b65cb99733af', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('81557467-38d5-4d58-b39c-5baddbe8cda7', '12:30:00', '13:00:00', '38cf6fad-c528-4edf-b220-b65cb99733af', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('aae8888d-600c-4bcc-92fd-6dd545b29725', '13:00:00', '13:30:00', '38cf6fad-c528-4edf-b220-b65cb99733af', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('5c5683d4-9cd8-4b5b-9bb7-3e23c5f68396', '13:30:00', '14:00:00', '38cf6fad-c528-4edf-b220-b65cb99733af', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('f2a6b92b-d4b9-47b7-af38-128cc835cced', '14:00:00', '14:30:00', '38cf6fad-c528-4edf-b220-b65cb99733af', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('fda4621f-d0d5-4a2e-bd90-196b99cffb55', '14:30:00', '15:00:00', '38cf6fad-c528-4edf-b220-b65cb99733af', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('519b56f5-d14f-4a18-b848-d1625b823260', '15:00:00', '15:30:00', '38cf6fad-c528-4edf-b220-b65cb99733af', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('3ea96744-49e9-434b-ae38-b440232a104e', '15:30:00', '16:00:00', '38cf6fad-c528-4edf-b220-b65cb99733af', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('0fb3c9e1-2dd9-49e9-b024-9e65efa1b424', '16:00:00', '16:30:00', '38cf6fad-c528-4edf-b220-b65cb99733af', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('ead2eddd-7ce7-4cd9-8114-04da3e35b7dd', '16:30:00', '17:00:00', '38cf6fad-c528-4edf-b220-b65cb99733af', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('901425cb-286c-4ca2-8388-f37d3ab06e0f', '09:00:00', '09:30:00', '948faecd-c3c5-40c8-8e1f-834504a45f61', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('4217db40-2748-4c23-bd05-a83e32c75d97', '09:30:00', '10:00:00', '948faecd-c3c5-40c8-8e1f-834504a45f61', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('b3693be0-17b1-4e60-aca4-41157626d9f3', '10:00:00', '10:30:00', '948faecd-c3c5-40c8-8e1f-834504a45f61', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('53576cb0-000c-4c69-9cb0-6823a74c1520', '10:30:00', '11:00:00', '948faecd-c3c5-40c8-8e1f-834504a45f61', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('16437f9b-dbdc-4bae-82b8-9631ee536644', '11:00:00', '11:30:00', '948faecd-c3c5-40c8-8e1f-834504a45f61', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('098d2c32-e7b2-41a3-a0e0-b83702f59e68', '11:30:00', '12:00:00', '948faecd-c3c5-40c8-8e1f-834504a45f61', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('1ba8e58c-0c9e-446a-b065-778624be0e0b', '12:00:00', '12:30:00', '948faecd-c3c5-40c8-8e1f-834504a45f61', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('acea0e55-83f1-4ca7-b18c-526d46c961f3', '12:30:00', '13:00:00', '948faecd-c3c5-40c8-8e1f-834504a45f61', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('62cb1d6f-e457-48e6-a882-dad830d2028d', '13:00:00', '13:30:00', '948faecd-c3c5-40c8-8e1f-834504a45f61', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('7648a02c-914e-4f45-a2ce-a2f9da22a549', '13:30:00', '14:00:00', '948faecd-c3c5-40c8-8e1f-834504a45f61', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('9307b074-61f7-4f9c-9afa-cd7da700604f', '14:00:00', '14:30:00', '948faecd-c3c5-40c8-8e1f-834504a45f61', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('cf67554a-5bc7-4985-a151-ff55f74f826f', '14:30:00', '15:00:00', '948faecd-c3c5-40c8-8e1f-834504a45f61', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('429505e7-e8bc-4156-afb4-6c699378b46c', '15:00:00', '15:30:00', '948faecd-c3c5-40c8-8e1f-834504a45f61', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('359ce695-4fd4-49ea-b138-3fd99044dcc3', '15:30:00', '16:00:00', '948faecd-c3c5-40c8-8e1f-834504a45f61', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('0483ce08-8181-4135-9085-26fc4940aaef', '16:00:00', '16:30:00', '948faecd-c3c5-40c8-8e1f-834504a45f61', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('bf70fae6-486a-43a5-bf9c-798b2928c82e', '16:30:00', '17:00:00', '948faecd-c3c5-40c8-8e1f-834504a45f61', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('66a90fe4-d6e1-47d5-a154-558183a25256', '09:00:00', '09:30:00', '33141c19-eb4f-42f4-bdcd-906058c1e289', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('8c861ddd-1b75-41be-8f5b-d15974183595', '09:30:00', '10:00:00', '33141c19-eb4f-42f4-bdcd-906058c1e289', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('b9f850eb-310d-46e5-8014-e8c0c2e53d86', '10:00:00', '10:30:00', '33141c19-eb4f-42f4-bdcd-906058c1e289', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('4919960f-dda0-4d39-ab89-5f973eb7d443', '10:30:00', '11:00:00', '33141c19-eb4f-42f4-bdcd-906058c1e289', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('64950f7a-a762-416f-a7f8-e3b784f21b3a', '11:00:00', '11:30:00', '33141c19-eb4f-42f4-bdcd-906058c1e289', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('11208671-6597-4b39-983c-8bc20b9c7e6a', '11:30:00', '12:00:00', '33141c19-eb4f-42f4-bdcd-906058c1e289', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('6fff4585-6dee-4337-8b3c-6e2a120fda43', '12:00:00', '12:30:00', '33141c19-eb4f-42f4-bdcd-906058c1e289', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('3ec92338-b832-4d26-9f22-1dc12aad930d', '12:30:00', '13:00:00', '33141c19-eb4f-42f4-bdcd-906058c1e289', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('da308233-70cc-4d81-9b21-ba835ec48d41', '13:00:00', '13:30:00', '33141c19-eb4f-42f4-bdcd-906058c1e289', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('e7d8eb03-0403-4573-b2a9-b2d9c16dfb06', '13:30:00', '14:00:00', '33141c19-eb4f-42f4-bdcd-906058c1e289', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('30f887d3-50e5-4f1a-aaf0-57539194f436', '14:00:00', '14:30:00', '33141c19-eb4f-42f4-bdcd-906058c1e289', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('2084aaba-08c6-44c9-ac4c-12a9a72be9e0', '14:30:00', '15:00:00', '33141c19-eb4f-42f4-bdcd-906058c1e289', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('5aaa6a6e-54c2-4387-916b-21e65ec4e926', '15:00:00', '15:30:00', '33141c19-eb4f-42f4-bdcd-906058c1e289', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('9b74848a-f359-4a48-ad67-e3344f0344f6', '15:30:00', '16:00:00', '33141c19-eb4f-42f4-bdcd-906058c1e289', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('b01dd153-c41b-44a8-85fe-0d2cad86de45', '16:00:00', '16:30:00', '33141c19-eb4f-42f4-bdcd-906058c1e289', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('753ace26-81cc-49f4-acc3-4717033b2ae1', '16:30:00', '17:00:00', '33141c19-eb4f-42f4-bdcd-906058c1e289', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('b2371d89-da8e-43cb-ae25-c68ce9808bed', '09:00:00', '09:30:00', 'd29770a4-eff4-4332-96b7-dc557c25823d', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('9ec20007-51bd-41db-ac5f-ef02efc448f6', '09:30:00', '10:00:00', 'd29770a4-eff4-4332-96b7-dc557c25823d', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('d4d7e4c0-a463-4e30-8be5-e262c6f467c0', '10:00:00', '10:30:00', 'd29770a4-eff4-4332-96b7-dc557c25823d', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('4ee94515-984a-4523-bc2c-96ed3d78dd16', '10:30:00', '11:00:00', 'd29770a4-eff4-4332-96b7-dc557c25823d', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('f7e371b5-1022-4e1d-acc2-fdbdf57b9e0c', '11:00:00', '11:30:00', 'd29770a4-eff4-4332-96b7-dc557c25823d', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('dfe07367-c6ae-4d26-baf2-b1d0a5bcb387', '11:30:00', '12:00:00', 'd29770a4-eff4-4332-96b7-dc557c25823d', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('b85a7d3b-7ea3-42f8-b190-1c88845515c7', '12:00:00', '12:30:00', 'd29770a4-eff4-4332-96b7-dc557c25823d', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('d9a99506-17e6-4dd0-bda3-5e71040f6dc1', '12:30:00', '13:00:00', 'd29770a4-eff4-4332-96b7-dc557c25823d', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('c9533993-2308-4f3d-869b-e0ce014ec67a', '13:00:00', '13:30:00', 'd29770a4-eff4-4332-96b7-dc557c25823d', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('52c81166-7644-45f1-874a-4c1bd9a7d65b', '13:30:00', '14:00:00', 'd29770a4-eff4-4332-96b7-dc557c25823d', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('bc0248e2-71a6-4c47-be04-ee364eba60b5', '14:00:00', '14:30:00', 'd29770a4-eff4-4332-96b7-dc557c25823d', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('29597894-90cc-4704-acf5-e27683eaf7e2', '14:30:00', '15:00:00', 'd29770a4-eff4-4332-96b7-dc557c25823d', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('1de496de-0725-406a-bdeb-285005797416', '15:00:00', '15:30:00', 'd29770a4-eff4-4332-96b7-dc557c25823d', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('614532d2-a847-41c5-9c92-1fad4f888c4f', '15:30:00', '16:00:00', 'd29770a4-eff4-4332-96b7-dc557c25823d', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('a68bd2b9-8b75-4671-9184-b14cff1963c3', '16:00:00', '16:30:00', 'd29770a4-eff4-4332-96b7-dc557c25823d', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('ba0cdd24-3be8-4cbe-8efe-cebcfead9472', '16:30:00', '17:00:00', 'd29770a4-eff4-4332-96b7-dc557c25823d', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('e851f292-130a-499e-b665-2379419d29b4', '09:00:00', '09:30:00', '1a9fafe6-5ace-443e-ab11-3fd88950306c', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('6236d6b9-88b4-49d5-aa12-059786f56314', '09:30:00', '10:00:00', '1a9fafe6-5ace-443e-ab11-3fd88950306c', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('b8b135b9-29e9-4eea-b623-5f1ee8285ca3', '10:00:00', '10:30:00', '1a9fafe6-5ace-443e-ab11-3fd88950306c', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('50e4ea2f-0827-4e9c-a090-66d6736a30f0', '10:30:00', '11:00:00', '1a9fafe6-5ace-443e-ab11-3fd88950306c', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('e79444e4-f397-4620-8028-96c734bab271', '11:00:00', '11:30:00', '1a9fafe6-5ace-443e-ab11-3fd88950306c', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('c5b198b9-3124-471b-aa4a-8181345df6a8', '11:30:00', '12:00:00', '1a9fafe6-5ace-443e-ab11-3fd88950306c', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('598f21c5-a875-4a99-a8b9-13cc8b9727a5', '12:00:00', '12:30:00', '1a9fafe6-5ace-443e-ab11-3fd88950306c', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('54e4b398-b698-4624-8c38-d67d56b447b6', '12:30:00', '13:00:00', '1a9fafe6-5ace-443e-ab11-3fd88950306c', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('078f901e-db3b-4023-8b47-9e30cfd75a95', '13:00:00', '13:30:00', '1a9fafe6-5ace-443e-ab11-3fd88950306c', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('3223e1a5-0863-49f2-bd6c-750eb2504c71', '13:30:00', '14:00:00', '1a9fafe6-5ace-443e-ab11-3fd88950306c', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('4d50fb8c-1264-472f-88b3-cf5d9502ef8b', '14:00:00', '14:30:00', '1a9fafe6-5ace-443e-ab11-3fd88950306c', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('cd31257b-69db-4239-82dc-96be8b843225', '14:30:00', '15:00:00', '1a9fafe6-5ace-443e-ab11-3fd88950306c', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('629f3b50-269c-4375-809e-1c993150003d', '15:00:00', '15:30:00', '1a9fafe6-5ace-443e-ab11-3fd88950306c', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('d13332ec-6001-477d-a3e3-bf29c83ad7e6', '15:30:00', '16:00:00', '1a9fafe6-5ace-443e-ab11-3fd88950306c', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('df1468ab-a0bb-43ff-aa05-542fb9e0cd9f', '16:00:00', '16:30:00', '1a9fafe6-5ace-443e-ab11-3fd88950306c', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('b8516a12-23b6-4d86-9ce8-6f229e0abe58', '16:30:00', '17:00:00', '1a9fafe6-5ace-443e-ab11-3fd88950306c', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('015498a6-7d95-48ac-b9f9-c1a500c466b7', '09:00:00', '09:30:00', '76a67e56-4793-4bea-b6a4-d7975fa419bb', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('c2e758f7-f9d9-46c1-8d87-cd32e6392e25', '09:30:00', '10:00:00', '76a67e56-4793-4bea-b6a4-d7975fa419bb', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('effbfe97-13d8-437c-a239-a35b2d6c4703', '10:00:00', '10:30:00', '76a67e56-4793-4bea-b6a4-d7975fa419bb', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('e2a182d4-ea64-4b8c-8ac6-ed836c177e65', '10:30:00', '11:00:00', '76a67e56-4793-4bea-b6a4-d7975fa419bb', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('56e7c157-52dc-4feb-84b8-409b9f495526', '11:00:00', '11:30:00', '76a67e56-4793-4bea-b6a4-d7975fa419bb', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('50253b9c-7090-4328-867e-02f2af497f27', '11:30:00', '12:00:00', '76a67e56-4793-4bea-b6a4-d7975fa419bb', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('9c41ac1e-5cd3-4236-8e1a-a4a10389ae90', '12:00:00', '12:30:00', '76a67e56-4793-4bea-b6a4-d7975fa419bb', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('a4a8e640-1fb1-4d22-9621-64a5adff6de1', '12:30:00', '13:00:00', '76a67e56-4793-4bea-b6a4-d7975fa419bb', TRUE);
